date,audio,image
2022-08-07,0,0
2022-08-08,0,0
2022-08-09,0,0
2022-08-10,0,0
2022-08-11,0,0
2022-08-12,0,0
2022-08-13,0,0
2022-08-14,0,0
2022-08-15,0,0
2022-08-16,0,0
2022-08-17,0,0
2022-08-18,0,0
2022-08-19,0,0
2022-08-20,0,0
2022-08-21,0,0
2022-08-22,0,0
2022-08-23,0,0
2022-08-24,0,0
2022-08-25,0,0
2022-08-26,0,0
2022-08-27,0,0
2022-08-28,0,0
2022-08-29,0,0
2022-08-30,0,0
2022-08-31,0,0
2022-09-01,0,0
2022-09-02,0,0
2022-09-03,0,0
2022-09-04,0,0
2022-09-05,0,0
2022-09-06,0,0
2022-09-07,0,0
2022-09-08,0,0
2022-09-09,0,0
2022-09-10,0,0
2022-09-11,0,0
2022-09-12,0,0
2022-09-13,0,0
2022-09-14,0,0
2022-09-15,0,0
2022-09-16,0,0
2022-09-17,0,0
2022-09-18,0,0
2022-09-19,0,0
2022-09-20,0,0
2022-09-21,0,0
2022-09-22,0,0
2022-09-23,0,0
2022-09-24,0,0
2022-09-25,0,0
2022-09-26,0,0
2022-09-27,0,0
2022-09-28,0,0
2022-09-29,0,0
2022-09-30,0,0
2022-10-01,0,0
2022-10-02,0,0
2022-10-03,0,0
2022-10-04,0,0
2022-10-05,0,0
2022-10-06,0,0
2022-10-07,0,0
2022-10-08,0,0
2022-10-09,0,0
2022-10-10,0,0
2022-10-11,0,0
2022-10-12,0,0
2022-10-13,0,0
2022-10-14,0,0
2022-10-15,0,0
2022-10-16,0,0
2022-10-17,0,0
2022-10-18,0,0
2022-10-19,0,0
2022-10-20,0,0
2022-10-21,0,0
2022-10-22,0,0
2022-10-23,0,0
2022-10-24,0,0
2022-10-25,0,0
2022-10-26,0,0
2022-10-27,0,0
2022-10-28,0,0
2022-10-29,0,0
2022-10-30,0,0
2022-10-31,0,0
2022-11-01,0,0
2022-11-02,0,0
2022-11-03,0,0
2022-11-04,0,0
2022-11-05,0,0
2022-11-06,0,0
2022-11-07,0,0
2022-11-08,0,0
2022-11-09,0,0
2022-11-10,0,0
2022-11-11,0,0
2022-11-12,0,0
2022-11-13,0,0
2022-11-14,0,0
2022-11-15,0,0
2022-11-16,0,0
2022-11-17,0,0
2022-11-18,0,0
2022-11-19,0,0
2022-11-20,0,0
2022-11-21,0,0
2022-11-22,0,0
2022-11-23,0,0
2022-11-24,0,0
2022-11-25,0,0
2022-11-26,0,0
2022-11-27,0,0
2022-11-28,0,0
2022-11-29,0,0
2022-11-30,0,0
2022-12-01,0,0
2022-12-02,0,0
2022-12-03,0,0
2022-12-04,0,0
2022-12-05,0,0
2022-12-06,0,0
2022-12-07,0,0
2022-12-08,0,0
2022-12-09,0,0
2022-12-10,0,0
2022-12-11,0,0
2022-12-12,0,0
2022-12-13,0,0
2022-12-14,0,0
2022-12-15,0,0
2022-12-16,0,0
2022-12-17,0,0
2022-12-18,0,0
2022-12-19,0,0
2022-12-20,0,0
2022-12-21,0,0
2022-12-22,0,0
2022-12-23,0,0
2022-12-24,0,0
2022-12-25,0,0
2022-12-26,0,0
2022-12-27,0,0
2022-12-28,0,0
2022-12-29,0,0
2022-12-30,0,0
2022-12-31,0,0
2023-01-01,0,0
2023-01-02,0,0
2023-01-03,0,0
2023-01-04,0,0
2023-01-05,0,0
2023-01-06,0,0
2023-01-07,0,0
2023-01-08,0,0
2023-01-09,0,0
2023-01-10,0,0
2023-01-11,0,0
2023-01-12,0,0
2023-01-13,0,0
2023-01-14,0,0
2023-01-15,0,0
2023-01-16,0,0
2023-01-17,0,0
2023-01-18,0,0
2023-01-19,0,0
2023-01-20,0,0
2023-01-21,0,0
2023-01-22,0,0
2023-01-23,0,0
2023-01-24,0,0
2023-01-25,0,0
2023-01-26,0,0
2023-01-27,0,0
2023-01-28,0,0
2023-01-29,0,0
2023-01-30,0,0
2023-01-31,0,0
2023-02-01,0,0
2023-02-02,0,0
2023-02-03,0,0
2023-02-04,0,0
2023-02-05,0,0
2023-02-06,0,0
2023-02-07,0,0
2023-02-08,0,0
2023-02-09,0,0
2023-02-10,0,0
2023-02-11,0,0
2023-02-12,0,0
2023-02-13,0,0
2023-02-14,0,0
2023-02-15,0,0
2023-02-16,0,0
2023-02-17,0,0
2023-02-18,0,0
2023-02-19,0,0
2023-02-20,0,0
2023-02-21,0,0
2023-02-22,0,0
2023-02-23,0,0
2023-02-24,0,0
2023-02-25,0,0
2023-02-26,0,0
2023-02-27,0,0
2023-02-28,0,0
2023-03-01,0,0
2023-03-02,0,0
2023-03-03,0,0
2023-03-04,0,0
2023-03-05,0,0
2023-03-06,0,0
2023-03-07,0,0
2023-03-08,0,0
2023-03-09,0,0
2023-03-10,0,0
2023-03-11,0,0
2023-03-12,0,0
2023-03-13,0,0
2023-03-14,0,0
2023-03-15,0,0
2023-03-16,0,0
2023-03-17,0,0
2023-03-18,0,0
2023-03-19,0,0
2023-03-20,0,0
2023-03-21,0,0
2023-03-22,0,0
2023-03-23,0,0
2023-03-24,0,0
2023-03-25,0,0
2023-03-26,0,0
2023-03-27,0,0
2023-03-28,0,0
2023-03-29,0,0
2023-03-30,0,0
2023-03-31,0,0
2023-04-01,0,0
2023-04-02,0,0
2023-04-03,0,0
2023-04-04,0,0
2023-04-05,0,0
2023-04-06,0,0
2023-04-07,0,0
2023-04-08,0,0
2023-04-09,0,0
2023-04-10,0,0
2023-04-11,0,0
2023-04-12,0,0
2023-04-13,0,0
2023-04-14,0,0
2023-04-15,0,0
2023-04-16,0,0
2023-04-17,0,0
2023-04-18,0,0
2023-04-19,0,0
2023-04-20,0,0
2023-04-21,0,0
2023-04-22,0,0
2023-04-23,0,0
2023-04-24,0,0
2023-04-25,0,0
2023-04-26,0,0
2023-04-27,0,0
2023-04-28,0,0
2023-04-29,0,0
2023-04-30,0,0
2023-05-01,0,0
2023-05-02,0,0
2023-05-03,0,0
2023-05-04,0,0
2023-05-05,0,0
2023-05-06,0,0
2023-05-07,0,0
2023-05-08,0,0
2023-05-09,0,0
2023-05-10,0,0
2023-05-11,0,0
2023-05-12,0,0
2023-05-13,0,0
2023-05-14,0,0
2023-05-15,0,0
2023-05-16,0,0
2023-05-17,0,0
2023-05-18,0,0
2023-05-19,0,0
2023-05-20,0,0
2023-05-21,0,0
2023-05-22,0,0
2023-05-23,0,0
2023-05-24,0,0
2023-05-25,0,0
2023-05-26,0,0
2023-05-27,0,0
2023-05-28,0,0
2023-05-29,0,0
2023-05-30,0,0
2023-05-31,0,0
2023-06-01,0,0
2023-06-02,0,0
2023-06-03,0,0
2023-06-04,0,0
2023-06-05,0,0
2023-06-06,0,0
2023-06-07,0,0
2023-06-08,0,0
2023-06-09,0,0
2023-06-10,0,0
2023-06-11,0,0
2023-06-12,0,0
2023-06-13,0,0
2023-06-14,0,0
2023-06-15,0,0
2023-06-16,0,0
2023-06-17,0,0
2023-06-18,0,0
2023-06-19,0,0
2023-06-20,0,0
2023-06-21,0,0
2023-06-22,0,0
2023-06-23,0,0
2023-06-24,0,0
2023-06-25,0,0
2023-06-26,0,0
2023-06-27,0,0
2023-06-28,0,0
2023-06-29,0,0
2023-06-30,0,0
2023-07-01,0,0
2023-07-02,0,0
2023-07-03,0,0
2023-07-04,0,0
2023-07-05,0,0
2023-07-06,0,0
2023-07-07,0,0
2023-07-08,0,0
2023-07-09,0,0
2023-07-10,0,0
2023-07-11,0,0
2023-07-12,0,0
2023-07-13,0,0
2023-07-14,0,0
2023-07-15,0,0
2023-07-16,0,0
2023-07-17,0,0
2023-07-18,0,0
2023-07-19,0,0
2023-07-20,0,0
2023-07-21,0,0
2023-07-22,0,0
2023-07-23,0,0
2023-07-24,0,0
2023-07-25,0,0
2023-07-26,0,0
2023-07-27,0,0
2023-07-28,0,0
2023-07-29,0,0
2023-07-30,0,0
2023-07-31,0,0
2023-08-01,0,0
2023-08-02,0,0
2023-08-03,0,0
2023-08-04,0,0
2023-08-05,0,0
2023-08-06,0,0
2023-08-07,0,0
2023-08-08,0,0
2023-08-09,0,0
2023-08-10,0,0
2023-08-11,0,0
2023-08-12,0,0
2023-08-13,0,0
2023-08-14,0,0
2023-08-15,0,0
2023-08-16,0,0
2023-08-17,0,0
2023-08-18,0,0
2023-08-19,0,0
2023-08-20,0,0
2023-08-21,0,0
2023-08-22,0,0
2023-08-23,0,0
2023-08-24,0,0
2023-08-25,0,0
2023-08-26,0,0
2023-08-27,0,0
2023-08-28,0,0
2023-08-29,0,0
2023-08-30,0,0
2023-08-31,0,0
2023-09-01,0,0
2023-09-02,0,0
2023-09-03,0,0
2023-09-04,0,0
2023-09-05,0,0
2023-09-06,0,0
2023-09-07,0,0
2023-09-08,0,0
2023-09-09,0,0
2023-09-10,0,0
2023-09-11,0,0
2023-09-12,0,0
2023-09-13,0,0
2023-09-14,0,0
2023-09-15,0,0
2023-09-16,0,0
2023-09-17,0,0
2023-09-18,0,0
2023-09-19,0,0
2023-09-20,0,0
2023-09-21,0,0
2023-09-22,0,0
2023-09-23,0,0
2023-09-24,0,0
2023-09-25,0,0
2023-09-26,0,0
2023-09-27,0,0
2023-09-28,0,0
2023-09-29,0,0
2023-09-30,0,0
2023-10-01,0,0
2023-10-02,0,0
2023-10-03,0,0
2023-10-04,0,0
2023-10-05,0,0
2023-10-06,0,0
2023-10-07,0,0
2023-10-08,0,0
2023-10-09,0,0
2023-10-10,0,0
2023-10-11,0,0
2023-10-12,0,0
2023-10-13,0,0
2023-10-14,0,0
2023-10-15,0,0
2023-10-16,0,0
2023-10-17,0,0
2023-10-18,0,0
2023-10-19,0,0
2023-10-20,0,3
2023-10-21,0,17
2023-10-22,0,1029
2023-10-23,0,3114
2023-10-24,0,3421
2023-10-25,0,5401
2023-10-26,0,5710
2023-10-27,0,7348
2023-10-28,0,8059
2023-10-29,0,390
2023-10-30,0,429
2023-10-31,0,0
2023-11-01,0,0
2023-11-02,0,0
2023-11-03,0,0
2023-11-04,0,0
2023-11-05,0,0
2023-11-06,0,0
2023-11-07,0,0
2023-11-08,900,2916
2023-11-09,2388,2391
2023-11-10,2785,2789
2023-11-11,0,0
2023-11-12,0,0
2023-11-13,2,2
2023-11-14,0,94
2023-11-15,0,0
2023-11-16,0,0
2023-11-17,0,0
2023-11-18,0,0
2023-11-19,0,0
2023-11-20,0,0
2023-11-21,0,0
2023-11-22,0,0
2023-11-23,0,0
2023-11-24,0,0
2023-11-25,0,0
2023-11-26,0,0
2023-11-27,0,0
2023-11-28,0,0
2023-11-29,0,0
2023-11-30,0,0
2023-12-01,0,0
2023-12-02,0,0
2023-12-03,0,0
2023-12-04,0,0
2023-12-05,0,0
2023-12-06,0,0
2023-12-07,0,0
2023-12-08,0,0
2023-12-09,0,0
2023-12-10,0,0
2023-12-11,0,0
2023-12-12,0,0
2023-12-13,0,0
2023-12-14,14,17
2023-12-15,2574,4333
2023-12-16,4734,4789
2023-12-17,2642,2664
2023-12-18,2940,2965
2023-12-19,2067,2091
2023-12-20,184,185
2023-12-21,216,218
2023-12-22,0,0
2023-12-23,0,0
2023-12-24,0,0
2023-12-25,0,0
2023-12-26,0,0
2023-12-27,0,0
2023-12-28,0,0
2023-12-29,0,0
2023-12-30,0,0
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,0,0
2024-01-03,0,0
2024-01-04,0,0
2024-01-05,0,0
2024-01-06,0,0
2024-01-07,0,0
2024-01-08,0,0
2024-01-09,0,0
2024-01-10,0,0
2024-01-11,0,0
2024-01-12,5582,5633
2024-01-13,3375,3417
2024-01-14,3551,3603
2024-01-15,4529,4588
2024-01-16,2000,2010
2024-01-17,4905,4938
2024-01-18,5304,5335
2024-01-19,3474,3486
2024-01-20,3500,3534
2024-01-21,1024,1033
2024-01-22,5082,5129
2024-01-23,4942,4983
2024-01-24,4360,4398
2024-01-25,2909,2938
2024-01-26,3229,3247
2024-01-27,4700,4746
2024-01-28,1755,1767
2024-01-29,4176,4210
2024-01-30,4893,4922
2024-01-31,5308,5354
2024-02-01,5306,5356
2024-02-02,5352,5397
2024-02-03,4812,4852
2024-02-04,3861,3944
2024-02-05,4502,4535
2024-02-06,5471,5518
2024-02-07,5632,5663
2024-02-08,4311,4356
2024-02-09,5824,5908
2024-02-10,5127,5184
2024-02-11,3854,3898
2024-02-12,5601,5656
2024-02-13,801,802
2024-02-14,3827,3851
2024-02-15,2986,3014
2024-02-16,5520,5579
2024-02-17,3792,3826
2024-02-18,3977,4025
2024-02-19,4948,4979
2024-02-20,4570,4621
2024-02-21,5783,5835
2024-02-22,5467,5551
2024-02-23,5587,5630
2024-02-24,1998,2031
2024-02-25,0,0
2024-02-26,0,0
2024-02-27,0,0
2024-02-28,0,0
2024-02-29,0,0
2024-03-01,0,0
2024-03-02,0,0
2024-03-03,0,0
2024-03-04,0,0
2024-03-05,0,0
2024-03-06,0,0
2024-03-07,0,0
2024-03-08,0,0
2024-03-09,0,0
2024-03-10,0,0
2024-03-11,0,0
2024-03-12,0,0
2024-03-13,0,0
2024-03-14,0,0
2024-03-15,0,0
2024-03-16,0,0
2024-03-17,0,0
2024-03-18,0,0
2024-03-19,0,0
2024-03-20,0,0
2024-03-21,0,0
2024-03-22,0,0
2024-03-23,0,0
2024-03-24,0,0
2024-03-25,0,0
2024-03-26,0,0
2024-03-27,0,0
2024-03-28,0,0
2024-03-29,0,0
2024-03-30,0,0
2024-03-31,0,0
2024-04-01,0,1
2024-04-02,0,0
2024-04-03,793,1947
2024-04-04,1963,2528
2024-04-05,4750,4798
2024-04-06,5623,5691
2024-04-07,4576,4642
2024-04-08,5988,6185
2024-04-09,6936,7006
2024-04-10,6673,6730
2024-04-11,5832,5893
2024-04-12,6208,6272
2024-04-13,5741,5811
2024-04-14,4923,4995
2024-04-15,6326,6424
2024-04-16,5571,5646
2024-04-17,6343,6415
2024-04-18,5066,5105
2024-04-19,0,0
2024-04-20,0,0
2024-04-21,332,347
2024-04-22,6294,6352
2024-04-23,6725,6840
2024-04-24,5016,5077
2024-04-25,6962,7072
2024-04-26,7384,7490
2024-04-27,7381,7495
2024-04-28,2793,6167
2024-04-29,1882,4932
2024-04-30,5540,5603
2024-05-01,6849,6904
2024-05-02,5765,5808
2024-05-03,6810,6880
2024-05-04,7113,7194
2024-05-05,4581,4640
2024-05-06,6361,6420
2024-05-07,7288,7356
2024-05-08,5313,5368
2024-05-09,3586,3598
2024-05-10,3811,3823
2024-05-11,4014,4030
2024-05-12,5736,5805
2024-05-13,5727,5935
2024-05-14,4177,5768
2024-05-15,89,89
2024-05-16,0,0
2024-05-17,0,0
2024-05-18,0,0
2024-05-19,3124,3187
2024-05-20,4236,4325
2024-05-21,4195,4225
2024-05-22,1125,1127
2024-05-23,4364,4400
2024-05-24,4049,4428
2024-05-25,0,4280
2024-05-26,0,3826
2024-05-27,0,2305
2024-05-28,0,1765
2024-05-29,0,0
2024-05-30,0,0
2024-05-31,3350,3357
2024-06-01,4308,4330
2024-06-02,3809,3820
2024-06-03,3651,3658
2024-06-04,3828,3834
2024-06-05,4039,4046
2024-06-06,3684,3693
2024-06-07,4383,4392
2024-06-08,4481,4494
2024-06-09,90,90
2024-06-10,0,0
2024-06-11,0,0
2024-06-12,0,0
2024-06-13,0,0
2024-06-14,0,0
2024-06-15,0,0
2024-06-16,0,0
2024-06-17,2750,2761
2024-06-18,3666,3679
2024-06-19,3869,3962
2024-06-20,3930,3942
2024-06-21,4012,4029
2024-06-22,2713,2736
2024-06-23,0,0
2024-06-24,0,0
2024-06-25,0,0
2024-06-26,4503,4531
2024-06-27,4165,4218
2024-06-28,6354,6485
2024-06-29,1673,2354
2024-06-30,659,665
2024-07-01,0,0
2024-07-02,0,0
2024-07-03,0,0
2024-07-04,0,0
2024-07-05,0,0
2024-07-06,0,0
2024-07-07,0,0
2024-07-08,0,0
2024-07-09,0,0
2024-07-10,58,58
2024-07-11,3769,3779
2024-07-12,3934,3940
2024-07-13,3303,3309
2024-07-14,3601,3629
2024-07-15,3214,3219
2024-07-16,2332,2338
2024-07-17,2959,3331
2024-07-18,4041,4053
2024-07-19,4189,4207
2024-07-20,3858,3887
2024-07-21,3838,3852
2024-07-22,3407,3412
2024-07-23,3418,3423
2024-07-24,5591,5631
2024-07-25,5931,5975
2024-07-26,6512,6557
2024-07-27,5751,5803
2024-07-28,5065,5099
2024-07-29,5071,5108
2024-07-30,6643,6698
2024-07-31,5931,5982
2024-08-01,6893,6987
2024-08-02,7011,7074
2024-08-03,6599,6664
2024-08-04,5458,5505
2024-08-05,6210,6266
2024-08-06,5880,5935
2024-08-07,5699,5751
2024-08-08,5846,5898
2024-08-09,5676,5729
2024-08-10,4385,4402
2024-08-11,3727,3740
2024-08-12,3328,3332
2024-08-13,3673,3680
2024-08-14,3712,3717
2024-08-15,3914,3921
2024-08-16,4137,4145
2024-08-17,3324,3336
2024-08-18,2193,2201
2024-08-19,3272,3276
2024-08-20,3690,3695
2024-08-21,3810,3818
2024-08-22,6757,6828
2024-08-23,7783,7863
2024-08-24,6892,6968
2024-08-25,6688,6881
2024-08-26,6066,6127
2024-08-27,6787,6843
2024-08-28,6702,6745
2024-08-29,6984,7049
2024-08-30,7681,7771
2024-08-31,6361,6415
2024-09-01,5413,5476
2024-09-02,6253,6442
2024-09-03,1,5136
2024-09-04,5442,5471
2024-09-05,5638,5667
2024-09-06,6659,6684
2024-09-07,5719,5749
2024-09-08,6031,6091
2024-09-09,5790,5839
2024-09-10,4536,4552
2024-09-11,3795,3804
2024-09-12,3880,3885
2024-09-13,5772,5813
2024-09-14,7237,7654
2024-09-15,7106,7289
2024-09-16,5937,6028
2024-09-17,6684,6764
2024-09-18,7155,7234
2024-09-19,6782,6880
2024-09-20,7509,7605
2024-09-21,6840,6967
2024-09-22,6393,6494
2024-09-23,6375,6426
2024-09-24,6725,6800
2024-09-25,6812,6887
2024-09-26,5395,5464
2024-09-27,4179,4188
2024-09-28,3777,3787
2024-09-29,2912,2918
2024-09-30,3515,3520
2024-10-01,3598,3603
2024-10-02,3773,3779
2024-10-03,3915,3925
2024-10-04,4281,4287
2024-10-05,4096,4106
2024-10-06,3685,3692
2024-10-07,4589,4630
2024-10-08,6958,7035
2024-10-09,6706,6775
2024-10-10,7159,7254
2024-10-11,8265,8370
2024-10-12,10811,10983
2024-10-13,6952,7040
2024-10-14,5911,5976
2024-10-15,6577,6626
2024-10-16,5002,5047
2024-10-17,6808,6880
2024-10-18,5755,5820
2024-10-19,6254,6491
2024-10-20,4120,4136
2024-10-21,5483,5511
2024-10-22,5495,5540
2024-10-23,7317,7420
2024-10-24,6486,6559
2024-10-25,6933,7016
2024-10-26,6293,6382
2024-10-27,5624,5691
2024-10-28,5956,6019
2024-10-29,6092,6169
2024-10-30,5083,5109
2024-10-31,5201,5252
2024-11-01,3903,3907
2024-11-02,3348,3355
2024-11-03,4828,4892
2024-11-04,5420,5489
2024-11-05,5353,5399
2024-11-06,4891,4902
2024-11-07,3820,3832
2024-11-08,1355,1356
2024-11-09,1386,1391
2024-11-10,1449,1450
2024-11-11,1284,1285
2024-11-12,1413,1415
2024-11-13,1460,1464
2024-11-14,1048,1052
2024-11-15,1511,1512
2024-11-16,1265,1266
2024-11-17,997,997
2024-11-18,1323,1324
2024-11-19,1306,1308
2024-11-20,1308,1311
2024-11-21,912,912
2024-11-22,825,826
2024-11-23,263,897
2024-11-24,1,864
2024-11-25,0,1262
2024-11-26,338,963
2024-11-27,1592,1596
2024-11-28,553,553
2024-11-29,1393,1393
2024-11-30,1844,1847
2024-12-01,1474,1475
2024-12-02,1594,1594
2024-12-03,1511,1512
2024-12-04,1226,1230
2024-12-05,580,582
2024-12-06,5967,6039
2024-12-07,4603,4644
2024-12-08,3943,3979
2024-12-09,4666,4697
2024-12-10,4674,4713
2024-12-11,3828,3868
2024-12-12,5576,5629
2024-12-13,6543,6595
2024-12-14,5472,5526
2024-12-15,2138,2141
2024-12-16,2583,2588
2024-12-17,4133,4154
2024-12-18,5416,5436
2024-12-19,6556,6607
2024-12-20,5589,5646
2024-12-21,4793,4848
2024-12-22,3866,3895
2024-12-23,5760,5807
2024-12-24,4558,4606
2024-12-25,3115,3150
2024-12-26,4422,4461
2024-12-27,4853,4892
2024-12-28,3406,3430
2024-12-29,3227,3252
2024-12-30,3114,3127
2024-12-31,4607,4662
2025-01-01,2690,2748
2025-01-02,4676,4708
2025-01-03,5407,5460
2025-01-04,4622,4678
2025-01-05,3670,3711
2025-01-06,4576,4614
2025-01-07,4788,4822
2025-01-08,5358,5393
2025-01-09,5202,5247
2025-01-10,5881,5943
2025-01-11,3985,4028
2025-01-12,4174,4214
2025-01-13,5041,5087
2025-01-14,5360,5399
2025-01-15,5600,5652
2025-01-16,5321,5360
2025-01-17,5499,5534
2025-01-18,4866,4905
2025-01-19,4000,4024
2025-01-20,2958,2975
2025-01-21,4826,4875
2025-01-22,4915,4960
2025-01-23,5104,5148
2025-01-24,5564,5623
2025-01-25,4686,4732
2025-01-26,2284,2286
2025-01-27,4950,4982
2025-01-28,4997,5026
2025-01-29,5295,5328
2025-01-30,5398,5447
2025-01-31,4556,4600
2025-02-01,4726,4766
2025-02-02,3608,3644
2025-02-03,3673,3685
2025-02-04,5301,5348
2025-02-05,5390,5443
2025-02-06,1337,1337
2025-02-07,4447,4477
2025-02-08,4537,4596
2025-02-09,1251,1252
2025-02-10,4293,4327
2025-02-11,5055,5109
2025-02-12,2812,2821
2025-02-13,3313,3337
2025-02-14,5799,5868
2025-02-15,4376,4433
2025-02-16,957,959
2025-02-17,2287,2294
2025-02-18,2794,2799
2025-02-19,2840,2844
2025-02-20,2758,2762
2025-02-21,3259,3262
2025-02-22,4729,4788
2025-02-23,4258,4308
2025-02-24,5162,5212
2025-02-25,5385,5450
2025-02-26,5623,5690
2025-02-27,5174,5221
2025-02-28,5772,5838
2025-03-01,4606,4674
2025-03-02,3864,3905
2025-03-03,3079,3089
2025-03-04,5577,5657
2025-03-05,4524,4577
