date,audio,image
2022-11-07,,
2022-11-08,,
2022-11-09,,
2022-11-10,,
2022-11-11,,
2022-11-12,,
2022-11-13,,
2022-11-14,,
2022-11-15,,
2022-11-16,,
2022-11-17,,
2022-11-18,,
2022-11-19,,
2022-11-20,,
2022-11-21,,
2022-11-22,,
2022-11-23,,
2022-11-24,,
2022-11-25,,
2022-11-26,,
2022-11-27,,
2022-11-28,,
2022-11-29,,
2022-11-30,,
2022-12-01,,
2022-12-02,,
2022-12-03,,
2022-12-04,,
2022-12-05,,
2022-12-06,,
2022-12-07,,
2022-12-08,,
2022-12-09,,
2022-12-10,,
2022-12-11,,
2022-12-12,,
2022-12-13,,
2022-12-14,,
2022-12-15,,
2022-12-16,,
2022-12-17,,
2022-12-18,,
2022-12-19,,
2022-12-20,,
2022-12-21,,
2022-12-22,,
2022-12-23,,
2022-12-24,,
2022-12-25,,
2022-12-26,,
2022-12-27,,
2022-12-28,,
2022-12-29,,
2022-12-30,,
2022-12-31,,
2023-01-01,,
2023-01-02,,
2023-01-03,,
2023-01-04,,
2023-01-05,,
2023-01-06,,
2023-01-07,,
2023-01-08,,
2023-01-09,,
2023-01-10,,
2023-01-11,,
2023-01-12,,
2023-01-13,,
2023-01-14,,
2023-01-15,,
2023-01-16,,
2023-01-17,,
2023-01-18,,
2023-01-19,,
2023-01-20,,
2023-01-21,,
2023-01-22,,
2023-01-23,,
2023-01-24,,
2023-01-25,,
2023-01-26,,
2023-01-27,,
2023-01-28,,
2023-01-29,,
2023-01-30,,
2023-01-31,,
2023-02-01,,
2023-02-02,,
2023-02-03,,
2023-02-04,,
2023-02-05,,
2023-02-06,,
2023-02-07,,
2023-02-08,,
2023-02-09,,
2023-02-10,,
2023-02-11,,
2023-02-12,,
2023-02-13,,
2023-02-14,,
2023-02-15,,
2023-02-16,,
2023-02-17,,
2023-02-18,,
2023-02-19,,
2023-02-20,,
2023-02-21,,
2023-02-22,,
2023-02-23,,
2023-02-24,,
2023-02-25,,
2023-02-26,,
2023-02-27,,
2023-02-28,,
2023-03-01,,
2023-03-02,,
2023-03-03,,
2023-03-04,,
2023-03-05,,
2023-03-06,,
2023-03-07,,
2023-03-08,,
2023-03-09,,
2023-03-10,,
2023-03-11,,
2023-03-12,,
2023-03-13,,
2023-03-14,,
2023-03-15,,
2023-03-16,,
2023-03-17,,
2023-03-18,,
2023-03-19,,
2023-03-20,,
2023-03-21,,
2023-03-22,,
2023-03-23,,
2023-03-24,,
2023-03-25,,
2023-03-26,,
2023-03-27,,
2023-03-28,,
2023-03-29,,
2023-03-30,,
2023-03-31,,
2023-04-01,,
2023-04-02,,
2023-04-03,,
2023-04-04,,
2023-04-05,,
2023-04-06,,
2023-04-07,,
2023-04-08,,
2023-04-09,,
2023-04-10,,
2023-04-11,,
2023-04-12,,
2023-04-13,,
2023-04-14,,
2023-04-15,,
2023-04-16,,
2023-04-17,,
2023-04-18,,
2023-04-19,,
2023-04-20,,
2023-04-21,,
2023-04-22,,
2023-04-23,,
2023-04-24,,
2023-04-25,,
2023-04-26,,
2023-04-27,,
2023-04-28,,
2023-04-29,,
2023-04-30,,
2023-05-01,,
2023-05-02,,
2023-05-03,,
2023-05-04,,
2023-05-05,,
2023-05-06,,
2023-05-07,,
2023-05-08,,
2023-05-09,,
2023-05-10,,
2023-05-11,,
2023-05-12,,
2023-05-13,,
2023-05-14,,
2023-05-15,,
2023-05-16,,
2023-05-17,,
2023-05-18,,
2023-05-19,,
2023-05-20,,
2023-05-21,,
2023-05-22,,
2023-05-23,,
2023-05-24,,
2023-05-25,,
2023-05-26,,
2023-05-27,,
2023-05-28,,
2023-05-29,,
2023-05-30,,
2023-05-31,,
2023-06-01,,
2023-06-02,,
2023-06-03,,
2023-06-04,,
2023-06-05,,
2023-06-06,,
2023-06-07,,
2023-06-08,,
2023-06-09,,
2023-06-10,,
2023-06-11,,
2023-06-12,,
2023-06-13,,
2023-06-14,,
2023-06-15,,
2023-06-16,,
2023-06-17,,
2023-06-18,,
2023-06-19,,
2023-06-20,,
2023-06-21,,
2023-06-22,,
2023-06-23,,
2023-06-24,,
2023-06-25,,
2023-06-26,,
2023-06-27,,
2023-06-28,,
2023-06-29,,
2023-06-30,,
2023-07-01,,
2023-07-02,,
2023-07-03,,
2023-07-04,,
2023-07-05,,
2023-07-06,,
2023-07-07,,
2023-07-08,,
2023-07-09,,
2023-07-10,,
2023-07-11,,
2023-07-12,,
2023-07-13,,
2023-07-14,,
2023-07-15,,
2023-07-16,,
2023-07-17,,
2023-07-18,,
2023-07-19,,
2023-07-20,,
2023-07-21,,
2023-07-22,,
2023-07-23,,
2023-07-24,,
2023-07-25,,
2023-07-26,,
2023-07-27,,
2023-07-28,,
2023-07-29,,
2023-07-30,,
2023-07-31,,
2023-08-01,,
2023-08-02,,
2023-08-03,,
2023-08-04,,
2023-08-05,,
2023-08-06,,
2023-08-07,,
2023-08-08,,
2023-08-09,,
2023-08-10,,
2023-08-11,,
2023-08-12,,
2023-08-13,,
2023-08-14,,
2023-08-15,,
2023-08-16,,
2023-08-17,,
2023-08-18,,
2023-08-19,,
2023-08-20,,
2023-08-21,,
2023-08-22,,
2023-08-23,,
2023-08-24,,
2023-08-25,,
2023-08-26,,
2023-08-27,,
2023-08-28,,
2023-08-29,,
2023-08-30,,
2023-08-31,,
2023-09-01,,
2023-09-02,,
2023-09-03,,
2023-09-04,,
2023-09-05,,
2023-09-06,,
2023-09-07,,
2023-09-08,,
2023-09-09,,
2023-09-10,,
2023-09-11,,
2023-09-12,,
2023-09-13,,
2023-09-14,,
2023-09-15,,
2023-09-16,,
2023-09-17,,
2023-09-18,,
2023-09-19,,
2023-09-20,,
2023-09-21,,
2023-09-22,,
2023-09-23,,
2023-09-24,,
2023-09-25,,
2023-09-26,,
2023-09-27,,
2023-09-28,,
2023-09-29,,
2023-09-30,,
2023-10-01,,
2023-10-02,,
2023-10-03,,
2023-10-04,,
2023-10-05,,
2023-10-06,,
2023-10-07,,
2023-10-08,,
2023-10-09,,
2023-10-10,,
2023-10-11,,
2023-10-12,,
2023-10-13,,
2023-10-14,,
2023-10-15,,
2023-10-16,,
2023-10-17,,
2023-10-18,,
2023-10-19,,
2023-10-20,0.0,3.0
2023-10-21,0.0,17.0
2023-10-22,0.0,1029.0
2023-10-23,0.0,3114.0
2023-10-24,0.0,3421.0
2023-10-25,0.0,5401.0
2023-10-26,0.0,5710.0
2023-10-27,0.0,7348.0
2023-10-28,0.0,8059.0
2023-10-29,0.0,390.0
2023-10-30,0.0,429.0
2023-10-31,,
2023-11-01,,
2023-11-02,,
2023-11-03,,
2023-11-04,,
2023-11-05,,
2023-11-06,,
2023-11-07,,
2023-11-08,900.0,2916.0
2023-11-09,2388.0,2391.0
2023-11-10,2785.0,2789.0
2023-11-11,,
2023-11-12,,
2023-11-13,2.0,2.0
2023-11-14,0.0,94.0
2023-11-15,,
2023-11-16,,
2023-11-17,,
2023-11-18,,
2023-11-19,,
2023-11-20,,
2023-11-21,,
2023-11-22,,
2023-11-23,,
2023-11-24,,
2023-11-25,,
2023-11-26,,
2023-11-27,,
2023-11-28,,
2023-11-29,,
2023-11-30,,
2023-12-01,,
2023-12-02,,
2023-12-03,,
2023-12-04,,
2023-12-05,,
2023-12-06,,
2023-12-07,,
2023-12-08,,
2023-12-09,,
2023-12-10,,
2023-12-11,,
2023-12-12,,
2023-12-13,,
2023-12-14,14.0,17.0
2023-12-15,2574.0,4333.0
2023-12-16,4734.0,4789.0
2023-12-17,2642.0,2664.0
2023-12-18,2940.0,2965.0
2023-12-19,2067.0,2091.0
2023-12-20,184.0,185.0
2023-12-21,216.0,218.0
2023-12-22,,
2023-12-23,,
2023-12-24,,
2023-12-25,,
2023-12-26,,
2023-12-27,,
2023-12-28,,
2023-12-29,,
2023-12-30,,
2023-12-31,,
2024-01-01,,
2024-01-02,,
2024-01-03,,
2024-01-04,,
2024-01-05,,
2024-01-06,,
2024-01-07,,
2024-01-08,,
2024-01-09,,
2024-01-10,,
2024-01-11,,
2024-01-12,5582.0,5633.0
2024-01-13,3375.0,3417.0
2024-01-14,3551.0,3603.0
2024-01-15,4529.0,4588.0
2024-01-16,2000.0,2010.0
2024-01-17,4905.0,4938.0
2024-01-18,5304.0,5335.0
2024-01-19,3474.0,3486.0
2024-01-20,3500.0,3534.0
2024-01-21,1024.0,1033.0
2024-01-22,5082.0,5129.0
2024-01-23,4942.0,4983.0
2024-01-24,4360.0,4398.0
2024-01-25,2909.0,2938.0
2024-01-26,3229.0,3247.0
2024-01-27,4700.0,4746.0
2024-01-28,1755.0,1767.0
2024-01-29,4176.0,4210.0
2024-01-30,4893.0,4922.0
2024-01-31,5308.0,5354.0
2024-02-01,5306.0,5356.0
2024-02-02,5352.0,5397.0
2024-02-03,4812.0,4852.0
2024-02-04,3861.0,3944.0
2024-02-05,4502.0,4535.0
2024-02-06,5471.0,5518.0
2024-02-07,5632.0,5663.0
2024-02-08,4311.0,4356.0
2024-02-09,5824.0,5908.0
2024-02-10,5127.0,5184.0
2024-02-11,3854.0,3898.0
2024-02-12,5601.0,5656.0
2024-02-13,801.0,802.0
2024-02-14,3827.0,3851.0
2024-02-15,2986.0,3014.0
2024-02-16,5520.0,5579.0
2024-02-17,3792.0,3826.0
2024-02-18,3977.0,4025.0
2024-02-19,4948.0,4979.0
2024-02-20,4570.0,4621.0
2024-02-21,5783.0,5835.0
2024-02-22,5467.0,5551.0
2024-02-23,5587.0,5630.0
2024-02-24,1998.0,2031.0
2024-02-25,,
2024-02-26,,
2024-02-27,,
2024-02-28,,
2024-02-29,,
2024-03-01,,
2024-03-02,,
2024-03-03,,
2024-03-04,,
2024-03-05,,
2024-03-06,,
2024-03-07,,
2024-03-08,,
2024-03-09,,
2024-03-10,,
2024-03-11,,
2024-03-12,,
2024-03-13,,
2024-03-14,,
2024-03-15,,
2024-03-16,,
2024-03-17,,
2024-03-18,,
2024-03-19,,
2024-03-20,,
2024-03-21,,
2024-03-22,,
2024-03-23,,
2024-03-24,,
2024-03-25,,
2024-03-26,,
2024-03-27,,
2024-03-28,,
2024-03-29,,
2024-03-30,,
2024-03-31,,
2024-04-01,0.0,1.0
2024-04-02,,
2024-04-03,793.0,1947.0
2024-04-04,1963.0,2528.0
2024-04-05,4750.0,4798.0
2024-04-06,5623.0,5691.0
2024-04-07,4576.0,4642.0
2024-04-08,5988.0,6185.0
2024-04-09,6936.0,7006.0
2024-04-10,6673.0,6730.0
2024-04-11,5832.0,5893.0
2024-04-12,6208.0,6272.0
2024-04-13,5741.0,5811.0
2024-04-14,4923.0,4995.0
2024-04-15,6326.0,6424.0
2024-04-16,5571.0,5646.0
2024-04-17,6343.0,6415.0
2024-04-18,5066.0,5105.0
2024-04-19,,
2024-04-20,,
2024-04-21,332.0,347.0
2024-04-22,6294.0,6352.0
2024-04-23,6725.0,6840.0
2024-04-24,5016.0,5077.0
2024-04-25,6962.0,7072.0
2024-04-26,7384.0,7490.0
2024-04-27,7381.0,7495.0
2024-04-28,2793.0,6167.0
2024-04-29,1882.0,4932.0
2024-04-30,5540.0,5603.0
2024-05-01,6849.0,6904.0
2024-05-02,5765.0,5808.0
2024-05-03,6810.0,6880.0
2024-05-04,7113.0,7194.0
2024-05-05,4581.0,4640.0
2024-05-06,6361.0,6420.0
2024-05-07,7288.0,7356.0
2024-05-08,5313.0,5368.0
2024-05-09,3586.0,3598.0
2024-05-10,3811.0,3823.0
2024-05-11,4014.0,4030.0
2024-05-12,5736.0,5805.0
2024-05-13,5727.0,5935.0
2024-05-14,4177.0,5768.0
2024-05-15,89.0,89.0
2024-05-16,,
2024-05-17,,
2024-05-18,,
2024-05-19,3124.0,3187.0
2024-05-20,4236.0,4325.0
2024-05-21,4195.0,4225.0
2024-05-22,1125.0,1127.0
2024-05-23,4364.0,4400.0
2024-05-24,4049.0,4428.0
2024-05-25,0.0,4280.0
2024-05-26,0.0,3826.0
2024-05-27,0.0,2305.0
2024-05-28,0.0,1765.0
2024-05-29,,
2024-05-30,,
2024-05-31,3350.0,3357.0
2024-06-01,4308.0,4330.0
2024-06-02,3809.0,3820.0
2024-06-03,3651.0,3658.0
2024-06-04,3828.0,3834.0
2024-06-05,4039.0,4046.0
2024-06-06,3684.0,3693.0
2024-06-07,4383.0,4392.0
2024-06-08,4481.0,4494.0
2024-06-09,90.0,90.0
2024-06-10,,
2024-06-11,,
2024-06-12,,
2024-06-13,,
2024-06-14,,
2024-06-15,,
2024-06-16,,
2024-06-17,2750.0,2761.0
2024-06-18,3666.0,3679.0
2024-06-19,3869.0,3962.0
2024-06-20,3930.0,3942.0
2024-06-21,4012.0,4029.0
2024-06-22,2713.0,2736.0
2024-06-23,,
2024-06-24,,
2024-06-25,,
2024-06-26,4503.0,4531.0
2024-06-27,4165.0,4218.0
2024-06-28,6354.0,6485.0
2024-06-29,1673.0,2354.0
2024-06-30,659.0,665.0
2024-07-01,,
2024-07-02,,
2024-07-03,,
2024-07-04,,
2024-07-05,,
2024-07-06,,
2024-07-07,,
2024-07-08,,
2024-07-09,,
2024-07-10,58.0,58.0
2024-07-11,3769.0,3779.0
2024-07-12,3934.0,3940.0
2024-07-13,3303.0,3309.0
2024-07-14,3601.0,3629.0
2024-07-15,3214.0,3219.0
2024-07-16,2332.0,2338.0
2024-07-17,2959.0,3331.0
2024-07-18,4041.0,4053.0
2024-07-19,4189.0,4207.0
2024-07-20,3858.0,3887.0
2024-07-21,3838.0,3852.0
2024-07-22,3407.0,3412.0
2024-07-23,3418.0,3423.0
2024-07-24,5591.0,5631.0
2024-07-25,5931.0,5975.0
2024-07-26,6512.0,6557.0
2024-07-27,5751.0,5803.0
2024-07-28,5065.0,5099.0
2024-07-29,5071.0,5108.0
2024-07-30,6643.0,6698.0
2024-07-31,5931.0,5982.0
2024-08-01,6893.0,6987.0
2024-08-02,7011.0,7074.0
2024-08-03,6599.0,6664.0
2024-08-04,5458.0,5505.0
2024-08-05,6210.0,6266.0
2024-08-06,5880.0,5935.0
2024-08-07,5699.0,5751.0
2024-08-08,5846.0,5898.0
2024-08-09,5676.0,5729.0
2024-08-10,4385.0,4402.0
2024-08-11,3727.0,3740.0
2024-08-12,3328.0,3332.0
2024-08-13,3673.0,3680.0
2024-08-14,3712.0,3717.0
2024-08-15,3914.0,3921.0
2024-08-16,4137.0,4145.0
2024-08-17,3324.0,3336.0
2024-08-18,2193.0,2201.0
2024-08-19,3272.0,3276.0
2024-08-20,3690.0,3695.0
2024-08-21,3810.0,3818.0
2024-08-22,6757.0,6828.0
2024-08-23,7783.0,7863.0
2024-08-24,6892.0,6968.0
2024-08-25,6688.0,6881.0
2024-08-26,6066.0,6127.0
2024-08-27,6787.0,6843.0
2024-08-28,6702.0,6745.0
2024-08-29,6984.0,7049.0
2024-08-30,7681.0,7771.0
2024-08-31,6361.0,6415.0
2024-09-01,5413.0,5476.0
2024-09-02,6253.0,6442.0
2024-09-03,1.0,5136.0
2024-09-04,5442.0,5471.0
2024-09-05,5638.0,5667.0
2024-09-06,6659.0,6684.0
2024-09-07,5719.0,5749.0
2024-09-08,6031.0,6091.0
2024-09-09,5790.0,5839.0
2024-09-10,4536.0,4552.0
2024-09-11,3795.0,3804.0
2024-09-12,3880.0,3885.0
2024-09-13,5772.0,5813.0
2024-09-14,7237.0,7654.0
2024-09-15,7106.0,7289.0
2024-09-16,5937.0,6028.0
2024-09-17,6684.0,6764.0
2024-09-18,7155.0,7234.0
2024-09-19,6782.0,6880.0
2024-09-20,7509.0,7605.0
2024-09-21,6840.0,6967.0
2024-09-22,6393.0,6494.0
2024-09-23,6375.0,6426.0
2024-09-24,6725.0,6800.0
2024-09-25,6812.0,6887.0
2024-09-26,5395.0,5464.0
2024-09-27,4179.0,4188.0
2024-09-28,3777.0,3787.0
2024-09-29,2912.0,2918.0
2024-09-30,3515.0,3520.0
2024-10-01,3598.0,3603.0
2024-10-02,3773.0,3779.0
2024-10-03,3915.0,3925.0
2024-10-04,4281.0,4287.0
2024-10-05,4096.0,4106.0
2024-10-06,3685.0,3692.0
2024-10-07,4589.0,4630.0
2024-10-08,6958.0,7035.0
2024-10-09,6706.0,6775.0
2024-10-10,7159.0,7254.0
2024-10-11,8265.0,8370.0
2024-10-12,10811.0,10983.0
2024-10-13,6952.0,7040.0
2024-10-14,5911.0,5976.0
2024-10-15,6577.0,6626.0
2024-10-16,5002.0,5047.0
2024-10-17,6808.0,6880.0
2024-10-18,5755.0,5820.0
2024-10-19,6254.0,6491.0
2024-10-20,4120.0,4136.0
2024-10-21,5483.0,5511.0
2024-10-22,5495.0,5540.0
2024-10-23,7317.0,7420.0
2024-10-24,6486.0,6559.0
2024-10-25,6933.0,7016.0
2024-10-26,6293.0,6382.0
2024-10-27,5624.0,5691.0
2024-10-28,5956.0,6019.0
2024-10-29,6092.0,6169.0
2024-10-30,5083.0,5109.0
2024-10-31,5201.0,5252.0
2024-11-01,3903.0,3907.0
2024-11-02,3348.0,3355.0
2024-11-03,4828.0,4892.0
2024-11-04,5420.0,5489.0
2024-11-05,5353.0,5399.0
2024-11-06,4891.0,4902.0
2024-11-07,3820.0,3832.0
2024-11-08,1355.0,1356.0
2024-11-09,1386.0,1391.0
2024-11-10,1449.0,1450.0
2024-11-11,1284.0,1285.0
2024-11-12,1413.0,1415.0
2024-11-13,1460.0,1464.0
2024-11-14,1048.0,1052.0
2024-11-15,1511.0,1512.0
2024-11-16,1265.0,1266.0
2024-11-17,997.0,997.0
2024-11-18,1323.0,1324.0
2024-11-19,1306.0,1308.0
2024-11-20,1308.0,1311.0
2024-11-21,912.0,912.0
2024-11-22,825.0,826.0
2024-11-23,263.0,897.0
2024-11-24,1.0,864.0
2024-11-25,0.0,1262.0
2024-11-26,338.0,963.0
2024-11-27,1592.0,1596.0
2024-11-28,553.0,553.0
2024-11-29,1393.0,1393.0
2024-11-30,1844.0,1847.0
2024-12-01,1474.0,1475.0
2024-12-02,1594.0,1594.0
2024-12-03,1511.0,1512.0
2024-12-04,1226.0,1230.0
2024-12-05,580.0,582.0
2024-12-06,5967.0,6039.0
2024-12-07,4603.0,4644.0
2024-12-08,3943.0,3979.0
2024-12-09,4666.0,4697.0
2024-12-10,4674.0,4713.0
2024-12-11,3828.0,3868.0
2024-12-12,5576.0,5629.0
2024-12-13,6543.0,6595.0
2024-12-14,5472.0,5526.0
2024-12-15,2138.0,2141.0
2024-12-16,2583.0,2588.0
2024-12-17,4133.0,4154.0
2024-12-18,5416.0,5436.0
2024-12-19,6556.0,6607.0
2024-12-20,5589.0,5646.0
2024-12-21,4793.0,4848.0
2024-12-22,3866.0,3895.0
2024-12-23,5760.0,5807.0
2024-12-24,4558.0,4606.0
2024-12-25,3115.0,3150.0
2024-12-26,4422.0,4461.0
2024-12-27,4853.0,4892.0
2024-12-28,3406.0,3430.0
2024-12-29,3227.0,3252.0
2024-12-30,3114.0,3127.0
2024-12-31,4607.0,4662.0
2025-01-01,2690.0,2748.0
2025-01-02,4676.0,4708.0
2025-01-03,5407.0,5460.0
2025-01-04,4622.0,4678.0
2025-01-05,3670.0,3711.0
2025-01-06,4576.0,4614.0
2025-01-07,4788.0,4822.0
2025-01-08,5358.0,5393.0
2025-01-09,5202.0,5247.0
2025-01-10,5881.0,5943.0
2025-01-11,3985.0,4028.0
2025-01-12,4174.0,4214.0
2025-01-13,5041.0,5087.0
2025-01-14,5360.0,5399.0
2025-01-15,5600.0,5652.0
2025-01-16,5321.0,5360.0
2025-01-17,5499.0,5534.0
2025-01-18,4866.0,4905.0
2025-01-19,4000.0,4024.0
2025-01-20,2958.0,2975.0
2025-01-21,4826.0,4875.0
2025-01-22,4915.0,4960.0
2025-01-23,5104.0,5148.0
2025-01-24,5564.0,5623.0
2025-01-25,4686.0,4732.0
2025-01-26,2284.0,2286.0
2025-01-27,4950.0,4982.0
2025-01-28,4997.0,5026.0
2025-01-29,5295.0,5328.0
2025-01-30,5398.0,5447.0
2025-01-31,4556.0,4600.0
2025-02-01,4726.0,4766.0
2025-02-02,3608.0,3644.0
2025-02-03,3673.0,3685.0
2025-02-04,5301.0,5348.0
2025-02-05,5390.0,5443.0
2025-02-06,1337.0,1337.0
2025-02-07,4447.0,4477.0
2025-02-08,4537.0,4596.0
2025-02-09,1251.0,1252.0
2025-02-10,4293.0,4327.0
2025-02-11,5055.0,5109.0
2025-02-12,2812.0,2821.0
2025-02-13,3313.0,3337.0
2025-02-14,5799.0,5868.0
2025-02-15,4376.0,4433.0
2025-02-16,957.0,959.0
2025-02-17,2287.0,2294.0
2025-02-18,2794.0,2799.0
2025-02-19,2840.0,2844.0
2025-02-20,2758.0,2762.0
2025-02-21,3259.0,3262.0
2025-02-22,4729.0,4788.0
2025-02-23,4258.0,4308.0
2025-02-24,5162.0,5212.0
2025-02-25,5385.0,5450.0
2025-02-26,5623.0,5690.0
2025-02-27,5174.0,5221.0
2025-02-28,5772.0,5838.0
2025-03-01,4606.0,4674.0
2025-03-02,3864.0,3905.0
2025-03-03,3079.0,3089.0
2025-03-04,5577.0,5657.0
2025-03-05,4524.0,4577.0
2025-03-06,5597.0,5647.0
2025-03-07,5721.0,5780.0
2025-03-08,4600.0,4653.0
2025-03-09,4124.0,4171.0
2025-03-10,4376.0,4409.0
2025-03-11,3147.0,3151.0
2025-03-12,3053.0,3063.0
